# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_11
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
7.5257   269.671
8.88418   257.467
10.1663   246.783
11.3956   237.235
12.5876   228.576
13.7528   220.639
14.8993   213.301
16.033   206.469
17.1587   200.075
18.2803   194.062
19.4009   188.384
20.5233   183.004
21.65   177.894
22.7829   173.025
23.924   168.377
25.0751   163.931
26.2376   159.669
27.413   155.579
28.6027   151.647
29.8079   147.863
31.0298   144.215
32.2698   140.696
33.5289   137.3
34.8081   134.016
36.1087   130.84
36.0374   127.765
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.30649   457.155
3.09073   434.278
5.69205   404.174
7.84647   381.752
9.77582   363.375
11.5681   347.601
13.2694   333.685
14.9073   321.177
16.5005   309.783
18.0619   299.298
19.6013   289.574
21.1263   280.496
22.6427   271.979
24.1554   263.95
25.6686   256.354
27.1858   249.145
28.71   242.284
30.2442   235.738
31.7905   229.479
33.3514   223.482
34.9288   217.728
36.5247   212.198
38.141   206.876
39.7793   201.748
41.4413   196.801
43.1285   192.024
44.8426   187.406
46.5851   182.939
48.3573   178.614
48.9515   174.423
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.924767   544.93
3.27573   515.019
6.28266   480.596
8.79685   454.678
11.0592   433.309
13.1675   414.897
15.1729   398.604
17.1071   383.926
18.991   370.528
20.8394   358.179
22.6635   346.708
24.4719   335.986
26.2715   325.911
28.0678   316.405
29.8659   307.402
31.6698   298.848
33.4828   290.7
35.3085   282.919
37.1495   275.472
39.0087   268.333
40.8882   261.477
42.7905   254.884
44.7178   248.533
46.6719   242.41
48.655   236.499
50.6689   230.788
52.7155   225.263
54.7965   219.916
56.9139   214.735
59.0693   209.715
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.760833   1259.96
9.56656   1141.36
16.6047   1058.55
22.3784   997.379
27.5136   947.57
32.2591   905.05
36.7449   867.706
41.0492   834.273
45.2236   803.925
49.3045   776.089
53.3189   750.345
57.2874   726.379
61.2264   703.945
65.1495   682.851
69.0677   662.938
72.9907   644.079
76.9268   626.165
80.883   609.107
84.8661   592.827
88.8819   577.259
92.9358   562.345
97.033   548.036
101.178   534.285
105.376   521.057
109.629   508.314
113.944   496.027
118.323   484.167
122.771   472.709
127.291   461.63
131.764   450.91
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.480193   1424.39
10.1772   1295.51
18.0809   1202.97
24.5987   1134.19
30.4109   1077.99
35.791   1029.91
40.8825   987.627
45.7723   949.716
50.5178   915.27
55.1598   883.644
59.7282   854.374
64.2463   827.105
68.7327   801.565
73.2025   777.536
77.6681   754.841
82.1406   733.337
86.6291   712.902
91.1418   693.435
95.6865   674.848
100.27   657.068
104.897   640.029
109.575   623.675
114.309   607.957
119.104   592.83
123.964   578.255
128.895   564.197
133.901   550.624
138.985   537.51
144.154   524.826
147.88   512.55
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.55118   1679.21
11.2451   1540.95
20.3788   1435.39
28.0114   1355.67
34.861   1290.01
41.2258   1233.56
47.2649   1183.71
53.0759   1138.89
58.7236   1098.08
64.2547   1060.53
69.7034   1025.72
75.0965   993.243
80.4556   962.784
85.7981   934.093
91.1386   906.967
96.4898   881.236
101.863   856.763
107.267   833.428
112.711   811.132
118.203   789.787
123.751   769.317
129.36   749.657
135.039   730.749
140.792   712.542
146.626   694.989
152.545   678.049
158.557   661.686
164.665   645.866
170.876   630.56
177.005   615.74
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.411578   2686.27
18.5005   2451.85
33.1992   2280.86
45.4484   2151.99
56.4108   2046.16
66.5752   1955.36
76.2034   1875.35
85.4549   1803.55
94.4367   1738.25
103.224   1678.28
111.873   1622.74
120.429   1570.97
128.925   1522.48
137.389   1476.85
145.846   1433.74
154.315   1392.9
162.816   1354.07
171.363   1317.08
179.97   1281.76
188.649   1247.98
197.415   1215.61
206.274   1184.53
215.24   1154.65
224.321   1125.91
233.527   1098.21
242.867   1071.5
252.348   1045.7
261.98   1020.78
271.77   996.674
281.629   973.348
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.44607   2847.06
18.8727   2622.45
34.4461   2442.02
47.4832   2305.26
59.1749   2192.65
70.0291   2095.88
80.3193   2010.51
90.2132   1933.8
99.8232   1864
109.229   1799.84
118.49   1740.39
127.653   1684.96
136.755   1633.02
145.825   1584.1
154.889   1537.88
163.968   1494.07
173.081   1452.42
182.247   1412.72
191.477   1374.82
200.788   1338.54
210.189   1303.76
219.696   1270.37
229.317   1238.28
239.063   1207.38
248.944   1177.61
258.97   1148.89
269.149   1121.16
279.492   1094.35
290.006   1068.42
300.618   1043.34
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.25593   3006.22
19.1395   2778.54
35.493   2589.86
49.2438   2446.08
61.6005   2327.37
73.0861   2225.19
83.984   2134.92
94.4688   2053.77
104.658   1979.86
114.634   1911.88
124.461   1848.85
134.186   1790.06
143.848   1734.93
153.479   1683.01
163.105   1633.94
172.751   1587.4
182.433   1543.14
192.173   1500.95
201.983   1460.65
211.88   1422.06
221.876   1385.08
231.984   1349.57
242.216   1315.42
252.581   1282.54
263.092   1250.85
273.759   1220.27
284.59   1190.74
295.597   1162.2
306.787   1134.58
317.845   1107.86
+KVIDCutLine
OK:Bragg_line
right
9
9.00434e-10   358.132
3.50612e-08   474.588
3.059e-07   556.402
0.0175552   1268.76
0.0307553   1428.67
0.0677164   1682.91
0.0310148   2689.26
0.043484   2861.14
0.0582602   3017.08
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_1033
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_1033
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.30173   341.776
2.30324   328.641
4.41119   303.507
6.09536   285.564
7.58104   271.124
8.94921   258.866
10.2403   248.134
11.4783   238.542
12.6785   229.844
13.8517   221.871
15.0058   214.5
16.1471   207.638
17.2803   201.214
18.4091   195.173
19.5369   189.47
20.6666   184.066
21.8004   178.932
22.9405   174.04
24.0887   169.371
25.2468   164.904
26.4164   160.622
27.5988   156.513
28.7955   152.562
30.0078   148.761
31.2369   145.096
32.484   141.561
33.7502   138.147
35.0367   134.848
36.3445   131.657
36.0402   128.567
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.31501   459.577
3.11471   436.567
5.73559   406.324
7.90587   383.8
9.84922   365.339
11.6543   349.494
13.3676   335.514
15.017   322.949
16.6211   311.504
18.1933   300.971
19.7431   291.203
21.2782   282.084
22.8046   273.527
24.3272   265.462
25.8502   257.831
27.3772   250.589
28.9111   243.697
30.4548   237.12
32.0109   230.832
33.5813   224.808
35.1683   219.027
36.7739   213.472
38.3997   208.125
40.0476   202.973
41.7192   198.002
43.4162   193.202
45.1401   188.563
46.8923   184.074
48.6744   179.729
48.9537   175.518
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.930449   547.833
3.30171   517.751
6.33142   483.166
8.86422   457.127
11.1431   435.66
13.2664   417.164
15.2861   400.796
17.2339   386.051
19.1308   372.592
20.9919   360.186
22.8284   348.663
24.6489   337.891
26.4604   327.77
28.2686   318.22
30.0782   309.176
31.8937   300.582
33.7183   292.396
35.5554   284.58
37.4079   277.098
39.2785   269.926
41.1694   263.038
43.0832   256.413
45.0219   250.034
46.9876   243.882
48.9822   237.943
51.0077   232.204
53.0659   226.654
55.1587   221.28
57.2878   216.076
59.455   211.031
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.764883   1266.47
9.64084   1147.29
16.731   1064.11
22.5465   1002.67
27.7184   952.641
32.4975   909.935
37.0146   872.425
41.3487   838.845
45.5516   808.362
49.6602   780.403
53.7015   754.544
57.6963   730.471
61.6613   707.937
65.6099   686.747
69.5534   666.746
73.5014   647.802
77.4622   629.806
81.4431   612.671
85.4509   596.317
89.4912   580.678
93.5698   565.695
97.691   551.319
101.861   537.506
106.083   524.216
110.362   511.415
114.701   499.07
119.105   487.154
123.578   475.642
128.123   464.51
131.95   453.74
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.48217   1431.78
10.2332   1302.55
18.1827   1209.71
24.7368   1140.69
30.5804   1084.3
35.9886   1036.06
41.1059   993.626
46.0197   955.582
50.7877   921.01
55.4509   889.27
60.0396   859.892
64.5771   832.522
69.0821   806.886
73.5695   782.764
78.0523   759.983
82.5411   738.394
87.0454   717.878
91.5735   698.334
96.1327   679.673
100.73   661.821
105.371   644.712
110.062   628.29
114.809   612.506
119.615   597.316
124.487   582.677
129.428   568.558
134.444   554.927
139.539   541.753
144.716   529.013
149.978   516.681
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.554233   1688
11.3359   1549.01
20.5379   1442.96
28.2262   1362.89
35.1253   1296.94
41.5355   1240.23
47.617   1190.15
53.4685   1145.14
59.1552   1104.14
64.7239   1066.42
70.2094   1031.46
75.6385   998.835
81.0329   968.238
86.4103   939.417
91.7853   912.168
97.1703   886.32
102.578   861.735
108.016   838.294
113.493   815.896
119.019   794.453
124.601   773.889
130.244   754.139
135.956   735.144
141.744   716.852
147.611   699.217
153.565   682.197
159.611   665.758
165.753   649.863
171.998   634.485
177.66   619.594
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.413401   2700.26
18.6495   2464.61
33.4573   2292.86
45.7955   2163.41
56.8363   2057.11
67.0727   1965.91
76.7681   1885.54
86.0836   1813.43
95.1267   1747.85
103.974   1687.6
112.681   1631.82
121.293   1579.82
129.844   1531.12
138.364   1485.27
146.875   1441.98
155.399   1400.95
163.952   1361.95
172.552   1324.79
181.212   1289.32
189.944   1255.37
198.762   1222.85
207.675   1191.63
216.693   1161.62
225.827   1132.74
235.086   1104.92
244.479   1078.07
254.014   1052.16
263.7   1027.12
273.544   1002.9
282.573   979.467
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.45601   2861.94
19.0139   2636.28
34.6963   2455.09
47.8223   2317.76
59.5924   2204.69
70.518   2107.52
80.8749   2021.78
90.8321   1944.75
100.502   1874.67
109.967   1810.23
119.284   1750.52
128.502   1694.86
137.658   1642.68
146.78   1593.57
155.896   1547.16
165.027   1503.15
174.191   1461.31
183.406   1421.44
192.685   1383.36
202.045   1346.93
211.497   1311.99
221.051   1278.46
230.72   1246.22
240.514   1215.19
250.443   1185.28
260.517   1156.43
270.743   1128.57
281.133   1101.64
291.694   1075.6
302.327   1050.39
+KVIDZALine
ID:Z=3 A=8
3	8
30
0.516803   3029.81
19.6307   2789.02
36.0228   2600.79
49.8293   2457.04
62.2448   2338.23
73.7894   2235.9
84.7453   2145.47
95.2871   2064.15
105.532   1990.05
115.564   1921.9
125.444   1858.7
135.222   1799.73
144.937   1744.44
154.62   1692.37
164.298   1643.14
173.993   1596.45
183.727   1552.03
193.515   1509.7
203.376   1469.26
213.322   1430.55
223.367   1393.43
233.524   1357.79
243.804   1323.51
254.219   1290.51
264.778   1258.69
275.491   1228.01
286.371   1198.36
297.424   1169.71
308.662   1141.98
319.429   1115.15
+KVIDCutLine
OK:Bragg_line
right
9
2.24626e-09   359.98
3.36689e-08   477.072
3.02562e-07   559.345
0.0175772   1275.3
0.0307941   1436.06
0.0678031   1691.72
0.0310183   2703.26
0.0434893   2876.09
0.0582675   3032.9
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_1034
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_1034
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.28258   338.53
2.27148   325.511
4.35075   300.624
6.01184   282.858
7.47705   268.561
8.8263   256.424
10.0995   245.798
11.3202   236.301
12.5036   227.69
13.6604   219.796
14.7985   212.497
15.9237   205.703
17.0408   199.343
18.1537   193.362
19.2657   187.714
20.3793   182.364
21.4969   177.281
22.6207   172.438
23.7525   167.814
24.894   163.391
26.0467   159.152
27.2122   155.082
28.3916   151.17
29.5864   147.406
30.7977   143.777
32.0267   140.277
33.2744   136.897
34.5421   133.63
35.8308   130.47
35.4175   127.411
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.29641   455.208
3.07263   432.413
5.65779   402.467
7.7983   380.166
9.71488   361.888
11.495   346.199
13.1845   332.358
14.811   319.917
16.3928   308.585
17.943   298.156
19.4711   288.484
20.9846   279.456
22.4895   270.984
23.9906   262.998
25.4921   255.442
26.9973   248.272
28.5094   241.447
30.0312   234.936
31.5649   228.709
33.1129   222.745
34.677   217.021
36.2595   211.519
37.8619   206.225
39.486   201.123
41.1334   196.201
42.8057   191.449
44.5044   186.855
46.2311   182.411
47.9872   178.107
48.1074   173.937
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.917113   542.635
3.25739   512.832
6.24588   478.587
8.744   452.804
10.9915   431.548
13.0856   413.235
15.0773   397.029
16.998   382.429
18.8685   369.103
20.7036   356.82
22.5143   345.409
24.3092   334.745
26.0953   324.723
27.8779   315.268
29.6621   306.312
31.4516   297.804
33.2503   289.698
35.0613   281.959
36.8873   274.551
38.7311   267.45
40.5949   260.629
42.4811   254.07
44.3917   247.752
46.329   241.661
48.2948   235.779
50.2908   230.097
52.3191   224.601
54.3812   219.281
56.4792   214.127
58.6147   209.131
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.753596   1254.35
9.51061   1136.32
16.5036   1053.97
22.239   993.144
27.3395   943.616
32.0523   901.334
36.5067   864.199
40.7803   830.952
44.9246   800.773
48.9756   773.091
52.9601   747.489
56.8987   723.656
60.8077   701.345
64.7005   680.366
68.588   660.562
72.4798   641.805
76.3842   623.988
80.3084   607.022
84.2587   590.83
88.2411   575.346
92.261   560.51
96.3233   546.277
100.433   532.599
104.594   519.441
108.81   506.765
113.086   494.541
117.427   482.742
121.834   471.342
126.312   460.321
129.455   449.655
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.474759   1418.1
10.0955   1290.12
17.9362   1198.18
24.4002   1129.85
30.1631   1074.03
35.4964   1026.28
40.5426   984.257
45.388   946.59
50.0894   912.363
54.6874   880.938
59.2115   851.851
63.6853   824.753
68.1267   799.37
72.5507   775.489
76.9699   752.932
81.3949   731.558
85.8351   711.245
90.2985   691.893
94.7925   673.417
99.3234   655.741
103.898   638.8
108.522   622.541
113.2   606.913
117.936   591.871
122.738   577.377
127.607   563.397
132.55   549.898
137.571   536.855
142.672   524.238
147.759   512.028
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.546121   1671.9
11.1676   1534.45
20.2343   1429.53
27.8087   1350.3
34.605   1285.05
40.919   1228.95
46.9089   1179.4
52.6714   1134.85
58.2713   1094.28
63.7544   1056.96
69.1551   1022.36
74.5001   990.074
79.8102   959.794
85.1031   931.272
90.3932   904.304
95.6932   878.723
101.014   854.39
106.364   831.19
111.754   809.022
117.19   787.797
122.68   767.442
128.232   747.892
133.85   729.09
139.541   710.983
145.311   693.526
151.166   676.677
157.109   660.402
163.148   644.667
169.286   629.442
175.498   614.699
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.407115   2674.48
18.3792   2441.33
32.9723   2271.38
45.1305   2143.3
56.0092   2038.11
66.0946   1947.86
75.6461   1868.34
84.8227   1796.98
93.7302   1732.07
102.444   1672.44
111.019   1617.23
119.5   1565.78
127.92   1517.57
136.309   1472.2
144.689   1429.35
153.08   1388.73
161.501   1350.13
169.966   1313.36
178.489   1278.24
187.084   1244.64
195.761   1212.44
204.531   1181.54
213.405   1151.83
222.392   1123.24
231.501   1095.7
240.741   1069.12
250.12   1043.47
259.646   1018.68
269.33   994.702
279.161   971.496
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.43568   2834.64
18.7606   2611.12
34.2287   2431.72
47.1744   2295.77
58.782   2183.81
69.5563   2087.6
79.7692   2002.71
89.5876   1926.46
99.1226   1857.06
108.455   1793.26
117.641   1734.16
126.73   1679.05
135.756   1627.39
144.749   1578.76
153.735   1532.8
162.736   1489.23
171.77   1447.81
180.853   1408.34
190   1370.63
199.225   1334.56
208.541   1299.97
217.957   1266.76
227.486   1234.85
237.139   1204.12
246.924   1174.51
256.85   1145.93
266.928   1118.35
277.166   1091.69
287.573   1065.9
297.697   1040.93
+KVIDZALine
ID:Z=3 A=8
3	8
30
0.509275   3000.95
19.3566   2762.58
35.5168   2576.28
49.1267   2434
61.3646   2316.41
72.7431   2215.13
83.5408   2125.62
93.9296   2045.12
104.025   1971.78
113.91   1904.32
123.646   1841.76
133.28   1783.4
142.85   1728.67
152.389   1677.12
161.922   1628.38
171.473   1582.16
181.06   1538.21
190.701   1496.3
200.412   1456.26
210.207   1417.93
220.099   1381.19
230.1   1345.9
240.222   1311.97
250.474   1279.3
260.87   1247.81
271.418   1217.41
282.127   1188.06
293.008   1159.69
304.068   1132.25
315.057   1105.67
+KVIDCutLine
OK:Bragg_line
right
9
2.15336e-09   356.534
3.28799e-08   472.523
2.95534e-07   554.027
0.0172816   1263.08
0.0302762   1422.34
0.0666635   1675.59
0.0304785   2677.44
0.0427326   2848.65
0.0572537   3004.01
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_1044
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_1044
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.28858   341.936
2.26777   328.847
4.34086   303.654
5.9983   285.662
7.46095   271.182
8.80831   258.889
10.0802   248.126
11.2999   238.506
12.4827   229.784
13.6392   221.788
14.7771   214.396
15.9026   207.516
17.0203   201.074
18.134   195.017
19.247   189.298
20.3619   183.88
21.4811   178.732
22.6068   173.828
23.7407   169.147
24.8847   164.668
26.0402   160.377
27.2086   156.258
28.3914   152.298
29.5897   148.487
30.805   144.814
32.0382   141.271
33.2906   137.85
34.5633   134.544
35.8573   131.346
36.3093   128.25
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.29742   459.807
3.06163   436.817
5.63969   406.497
7.77556   383.913
9.68878   365.4
11.4664   349.511
13.1539   335.492
14.779   322.892
16.3598   311.415
17.9095   300.854
19.4375   291.059
20.9513   281.915
22.4569   273.335
23.9589   265.249
25.4617   257.598
26.9688   250.337
28.483   243.426
30.0072   236.834
31.5438   230.529
33.095   224.49
34.6629   218.696
36.2494   213.126
37.8562   207.767
39.4853   202.603
41.138   197.621
42.8162   192.811
44.5212   188.161
46.2547   183.663
48.018   179.309
49.2946   175.089
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.919017   548.053
3.26   517.796
6.24898   483.054
8.74939   456.894
11.0002   435.327
13.0984   416.746
15.095   400.306
17.0212   385.495
18.8979   371.978
20.7398   359.519
22.558   347.947
24.3612   337.13
26.1561   326.968
27.9484   317.38
29.7429   308.3
31.5436   299.673
33.3541   291.456
35.1778   283.61
37.0173   276.102
38.8754   268.904
40.7545   261.992
42.657   255.345
44.5848   248.944
46.5403   242.772
48.5252   236.815
50.5416   231.058
52.5912   225.492
54.6759   220.104
56.7977   214.885
58.238   209.827
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.757342   1267.59
9.49434   1147.99
16.4811   1064.48
22.2144   1002.78
27.3151   952.548
32.0299   909.669
36.4876   872.012
40.766   838.301
44.9161   807.703
48.9741   779.637
52.9668   753.684
56.9146   729.523
60.8342   706.908
64.7384   685.645
68.6387   665.574
72.5446   646.566
76.4642   628.511
80.4047   611.321
84.3729   594.915
88.3743   579.227
92.4146   564.199
96.4987   549.782
100.632   535.928
104.817   522.602
109.06   509.765
113.365   497.388
117.734   485.441
122.173   473.901
126.685   462.743
